"","0 In Hand","1 In Hand","2 In Hand","3 In Hand","4 In Hand","5 In Hand","6 In Hand","7 In Hand"
"16 Copy(s) of Card Total",0.102677300797447,0.300220818129672,0.340545392688946,0.191631016319587,0.0563090531873544,0.00816292314662315,0.000453495730367954,0
"17 Copy(s) of Card Total",0.0864383065627847,0.27606290198926,0.343373738188135,0.212888534296692,0.069321949319824,0.0112137126054621,0.000700857037841381,0
"18 Copy(s) of Card Total",0.0724384191816461,0.251997972860494,0.342583348589141,0.233131236653392,0.0837562668848906,0.0150414702736728,0.00105128555676208,0
"19 Copy(s) of Card Total",0.0604176110280816,0.228395354917727,0.33842254791515,0.251966769545381,0.0995062959220956,0.0197549263962984,0.00153649427526765,0
"20 Copy(s) of Card Total",0.0501398846153669,0.205554528254295,0.331185530761474,0.269037134865493,0.116426024548555,0.0254619051330068,0.00219499182181093,0
"21 Copy(s) of Card Total",0.0413916869465966,0.183712151044173,0.321201036228359,0.284025485884035,0.134330271565679,0.0322663797806207,0.0030729885505353,0
"22 Copy(s) of Card Total",0.0339803804956137,0.163048741921625,0.30882187130884,0.29666179028237,0.152996668520933,0.0402651882136319,0.00422535925698605,0
"23 Copy(s) of Card Total",0.0277327708182735,0.143695022578825,0.294415283731613,0.3067273605798,0.172168491224629,0.049544408542699,0.0057166625241576,0
"24 Copy(s) of Card Total",0.0224936907940455,0.125737920581471,0.278354184258982,0.31405825195372,0.191558340721772,0.0601753949911326,0.00762221669887676,0
"25 Copy(s) of Card Total",0.0181246414979502,0.109226232402382,0.261009218439798,0.318547527453058,0.210852673718929,0.0722104739893592,0.0100292324985221,0
"26 Copy(s) of Card Total",0.0145024897028318,0.0941759466730785,0.24274168781749,0.320146390604996,0.229717182466149,0.0856783004873743,0.0130380022480787,0
"27 Copy(s) of Card Total",0.0115182220119673,0.0805752276533437,0.223897320593093,0.318864185414968,0.247803024093918,0.100578874485179,0.0167631457475298,0
"28 Copy(s) of Card Total",0.00907575562201098,0.0683890589187759,0.204800891743338,0.314767263759939,0.264753899405156,0.116878217781195,0.0213349127695833,0
"29 Copy(s) of Card Total",0.00709080571627582,0.0575635472663198,0.185751692593774,0.307976720174972,0.280213981122244,0.134502710938678,0.0269005421877356,0
"30 Copy(s) of Card Total",0.00548980948834968,0.048029886837784,0.167019849846929,0.298664994033063,0.293836691589112,0.153333090470092,0.0336256777346695,0
"31 Copy(s) of Card Total",0.00420890679604832,0.0397079834613423,0.148843494065517,0.287051339118273,0.305294329928331,0.173198106239497,0.0416958403909902,0
"32 Copy(s) of Card Total",0.00319297744570396,0.0325097392110196,0.131426777610672,0.273396160592123,0.314288548653292,0.193867839082894,0.0513179574042954,0
"33 Copy(s) of Card Total",0.00239473510678997,0.0263419971841617,0.114938742035236,0.257994219353286,0.32056167973537,0.215046678646572,0.0627219479385831,0
"34 Copy(s) of Card Total",0.00177387785688146,0.0211091464968893,0.0995130349320748,0.241166703790548,0.323908910126181,0.23636596144343,0.0761623653539942,0
"35 Copy(s) of Card Total",0.00129629535695183,0.0167153874975368,0.0852484762374378,0.223252168929057,0.324191306734836,0.257376269127291,0.0919200961168893,0
"36 Copy(s) of Card Total",0.00093333265700532,0.0130666571980745,0.0722104739893591,0.20459634296985,0.321349690860254,0.277539386985188,0.110304115340267,0
"37 Copy(s) of Card Total",0.000661110632045435,0.0100722149235157,0.0604332895410944,0.185540801222659,0.315419362078519,0.296219922647653,0.131653298954512,0
"38 Copy(s) of Card Total",0.000459903048379433,0.00764588817930807,0.0499231522295998,0.166410507431999,0.306545671585262,0.312676585016967,0.156338292508483,0
"39 Copy(s) of Card Total",0.000313570260258705,0.00570697873670842,0.0406622234990475,0.147500222496545,0.29500044499309,0.326053123413416,0.184763436600935,0
